"paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","Observation_ID","experiment_ID","experiment_ID_coded","group_ID","group_ID_coded","repeated_trait_ID","repeated_trait_ID_coded","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","Hypothesis","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","sd_experiment","type_measure_dispersion_experiment","n_experiment","effective_n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","sd_control","type_measure_dispersion_control","n_control","effective_n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control","fitness_proxy_cleaned"
"GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.","2002","Vosbergen, near Groningen, The Netherlands",54,1,"GNM_152_1",1,"GNM_152_1",8,"GNM_152_1_8","Sturnus vulgaris","Birds add green material","blank",2,1,1,"both",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"survival to fledgeling","Reproduction","include","use 0 as ES",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"survival to fledgeling"
"GNM_152","included",NA,"Not available","Brouwer L.; Komdeur J.","2002","Vosbergen, near Groningen, The Netherlands",55,1,"GNM_152_1",1,"GNM_152_1",9,"GNM_152_1_9","Sturnus vulgaris","Birds add green material+Extra from author","blank",2,1,1,"both",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"survival to fledgeling","Reproduction","include","use 0 as ES",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JMGS",NA,"SD",NA,"no","yes","yes",2,2,"survival to fledgeling"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 2","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",56,1,"GNM_237_1",1,"GNM_237_1",1,"GNM_237_1_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",0.968225091777778,"mean",0.206780778859306,0.206780778859306,"sd",9,4.5,1.429771544125,"mean",0.487552520197863,0.487552520197863,"sd",8,9,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = No feather/Plants/Not contaminated/ Year 2012; control=  No feather/No plants/Not contaminated/ Year 2012; Data extracted for natural nests first sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 3","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",57,1,"GNM_237_1",2,"GNM_237_2",1,"GNM_237_2_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",0.703007699777778,"mean",0.653796994570586,0.653796994570586,"sd",9,4.5,0.839345550833333,"mean",0.886787348499118,0.886787348499118,"sd",6,9,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Pigmented/Plants/Not contaminated/ Year 2012; control=  Pigmented/No Plants/Not contaminated/ Year 2012; Data extracted for natural nests first sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 4","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",58,1,"GNM_237_1",3,"GNM_237_3",1,"GNM_237_3_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",0.994568041363636,"mean",0.460463369102111,0.460463369102111,"sd",11,5.5,1.0221140716,"mean",0.615318178715738,0.615318178715738,"sd",10,11,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Unpigmented/Plants/Not contaminated/ Year 2012; control= Unpigmented/No Plants/Not contaminated/ Year 2012; Data extracted for natural nests first sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 5","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",59,2,"GNM_237_2",4,"GNM_237_4",1,"GNM_237_4_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.140444025,"mean",0.81053787273195,0.81053787273195,"sd",6,3,1.21666854016667,"mean",0.78833927496001,0.78833927496001,"sd",6,6,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = No feather/Plants/contaminated/ Year 2013; control= treatment = No feather/No Plants/contaminated/ Year 2013; Data extracted for natural nests first sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 6","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",60,2,"GNM_237_2",4,"GNM_237_4",1,"GNM_237_4_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.5372998404,"mean",0.577741148715109,0.577741148715109,"sd",5,2.5,1.222772362,"mean",0.0945909334532769,0.0945909334532769,"sd",4,5,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = No feather/Plants/Not contaminated/ Year 2013; control= treatment = No feather/No Plants/Not contaminated/ Year 2013; Data extracted for natural nests fist sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 7","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",61,2,"GNM_237_2",5,"GNM_237_5",1,"GNM_237_5_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.0756497255,"mean",0.487023685336638,0.487023685336638,"sd",2,1,1.44438585775,"mean",0.447233918579286,0.447233918579286,"sd",4,2,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Pigmented/Plants/Not contaminated/ Year 2013; control=  Pigmented/No Plants/Not contaminated/ Year 2013; Data extracted for natural nests first sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 8","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",62,2,"GNM_237_2",5,"GNM_237_5",1,"GNM_237_5_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.5103466136,"mean",0.480632791441095,0.480632791441095,"sd",10,5,1.441158445,"mean",0.320107699748704,0.320107699748704,"sd",7,10,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Pigmented/Plants/ contaminated/ Year 2013; control=  Pigmented/No Plants/contaminated/ Year 2013; Data extracted for natural nests first sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 9","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",63,2,"GNM_237_2",6,"GNM_237_6",1,"GNM_237_6_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.15429035125,"mean",0.307880187786993,0.307880187786993,"sd",8,4,1.29059925183333,"mean",0.403810016731128,0.403810016731128,"sd",6,8,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Unpigmented/Plants/contaminated/ Year 2013; control= Unpigmented/No Plants/ contaminated/ Year 2013; Data extracted for natural nests first sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 10","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",64,2,"GNM_237_2",6,"GNM_237_6",1,"GNM_237_6_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.265455033,"mean",0.371512948213776,0.371512948213776,"sd",3,1.5,0.907322092,"mean",0.467438972914104,0.467438972914104,"sd",3,3,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Unpigmented/Plants/Not contaminated/ Year 2013; control= Unpigmented/No Plants/Not contaminated/ Year 2013; Data extracted for natural nests first sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 11","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",65,1,"GNM_237_1",1,"GNM_237_1",1,"GNM_237_1_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",0.968567907777778,"mean",0.454855100011637,0.454855100011637,"sd",9,4.5,1.224397283875,"mean",0.363817483491258,0.363817483491258,"sd",8,9,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = No feather/Plants/Not contaminated/ Year 2012; control=  No feather/No plants/Not contaminated/ Year 2012; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 12","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",66,1,"GNM_237_1",2,"GNM_237_2",1,"GNM_237_2_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",0.829531179,"mean",0.142963931110729,0.142963931110729,"sd",9,4.5,0.974879718833333,"mean",0.419871933598624,0.419871933598624,"sd",6,9,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Pigmented/Plants/Not contaminated/ Year 2012; control=  Pigmented/No Plants/Not contaminated/ Year 2012; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 13","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",67,1,"GNM_237_1",3,"GNM_237_3",1,"GNM_237_3_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.17251299127273,"mean",0.522131630625313,0.522131630625313,"sd",11,5.5,0.9097790629,"mean",0.372455693129957,0.372455693129957,"sd",10,11,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Unpigmented/Plants/Not contaminated/ Year 2012; control= Unpigmented/No Plants/Not contaminated/ Year 2012; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 14","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",68,2,"GNM_237_2",4,"GNM_237_4",1,"GNM_237_4_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.22779176733333,"mean",0.358775155307292,0.358775155307292,"sd",6,3,1.08388529083333,"mean",0.58231069505745,0.58231069505745,"sd",6,6,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = No feather/Plants/contaminated/ Year 2013; control= treatment = No feather/No Plants/contaminated/ Year 2013; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 15","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",69,2,"GNM_237_2",4,"GNM_237_4",1,"GNM_237_4_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.479707969,"mean",0.417408463246513,0.417408463246513,"sd",5,2.5,1.258281101,"mean",0.47625381167065,0.47625381167065,"sd",4,5,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = No feather/Plants/Not contaminated/ Year 2013; control= treatment = No feather/No Plants/Not contaminated/ Year 2013; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 16","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",70,2,"GNM_237_2",5,"GNM_237_5",1,"GNM_237_5_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.104134296,"mean",0.457579741290361,0.457579741290361,"sd",2,1,1.2411255445,"mean",0.151314574540127,0.151314574540127,"sd",4,2,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Pigmented/Plants/Not contaminated/ Year 2013; control=  Pigmented/No Plants/Not contaminated/ Year 2013; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 17","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",71,2,"GNM_237_2",5,"GNM_237_5",1,"GNM_237_5_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.4247331486,"mean",0.27900782932386,0.27900782932386,"sd",10,5,1.11495023414286,"mean",0.326797403791928,0.326797403791928,"sd",7,10,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Pigmented/Plants/ contaminated/ Year 2013; control=  Pigmented/No Plants/contaminated/ Year 2013; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 18","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",72,2,"GNM_237_2",6,"GNM_237_6",1,"GNM_237_6_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.331596170875,"mean",0.379662398321558,0.379662398321558,"sd",8,4,1.09905163466667,"mean",0.251356290028079,0.251356290028079,"sd",6,8,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Unpigmented/Plants/contaminated/ Year 2013; control= Unpigmented/No Plants/ contaminated/ Year 2013; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 19","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",73,2,"GNM_237_2",6,"GNM_237_6",1,"GNM_237_6_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",1.25919450266667,"mean",0.461095517853247,0.461095517853247,"sd",3,1.5,1.72283368966667,"mean",0.865749555672583,0.865749555672583,"sd",3,3,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Unpigmented/Plants/Not contaminated/ Year 2013; control= Unpigmented/No Plants/Not contaminated/ Year 2013; Data extracted for natural nests second sample","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 20","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",74,3,"GNM_237_3",7,"GNM_237_7",1,"GNM_237_7_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",0.23622865425,"mean",0.254758515369747,0.254758515369747,"sd",4,2,0.3731254094,"mean",0.577704768140288,0.577704768140288,"sd",5,4,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = No feather/Aromatics/ Year 2012; control=  No feather/No plants Year 2012; Data extracted for artificial nests first sample (area 1; First sample)","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 21","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",75,3,"GNM_237_3",7,"GNM_237_7",1,"GNM_237_7_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","barley leaves",1,0,1,"PCH",0.23622865425,"mean",0.254758515369747,0.254758515369747,"sd",4,2,0.376914291,"mean",0.316684233402793,0.316684233402793,"sd",5,4,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = No feather/Aromatics/ Year 2012; control=  No feather/Non-aromatics/ Year 2012; Data extracted for artificial nests first sample (area 1; First sample)","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 22","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",76,3,"GNM_237_3",8,"GNM_237_8",1,"GNM_237_8_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","blank",2,0,1,"PCH",0.3883134424,"mean",0.0763253383635538,0.0763253383635538,"sd",5,2.5,0.575821901,"mean",0.814335141905658,0.814335141905658,"sd",2,5,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment = Pigmented/Aromatics/ Year 2012; control=   Pigmented/No plants Year 2012; Data extracted for artificial nests first sample (area 1; First sample)","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
"GNM_237","included",NA,"log, treatment is shared so effective treatment sample size will be divided by 23","Ruiz-Castellano C.; Tomas G.; Ruiz-Rodriguez M.; Martin-Galvez D.; Soler J. J.","2016","Hoya de Guadix, southeast Spain (37Â°18â€™N, 3Â°11â€™W)",77,3,"GNM_237_3",8,"GNM_237_8",1,"GNM_237_8_1","Sturnus unicolor","Marrubium vulgare, Artemisia barrelieri, Lamium amplexicaule, Anacyclus clavatus","barley leaves",1,0,1,"PCH",0.3883134424,"mean",0.0763253383635538,0.0763253383635538,"sd",5,2.5,0.379845241,"mean",0.284603886631372,0.284603886631372,"sd",4,5,"log mesophilic bacteria","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"open data provided by the authors: DOI: 10.6084/m9.  figshare.2068896. (as tree datasets were provided in the same spreadsheet this part refers only to the natural nests","Micro-organism","c","JMGS","treatment =  Pigmented/Aromatics/ Year 2012; control=   Pigmented/Non-aromatics/ Year 2012; Data extracted for artificial nests first sample (area 1; First sample)","SD","Experiment ID: changes by year and natural and artificial nests.. Group ID: changes by unpigmented, pigmented and no feather and artificial and non artifical and year and area.","no","yes","no",2,1,"bacterial_load"
